count,Бренд,Предмет,Номенклатура,Код размера (chrt_id),Артикул поставщика,Артикул ИМТ,Артикул Цвета,Размер,Баркод,Розничная цена, руб.,Комплектация
45,Байрамали,Полотенца банные,6213316,22042728,4833001530063/белый,4833001530063/,белый,0,48330015300631,749,
45,Байрамали,Полотенца банные,7427779,25635139,4833001530063/сетло-голубой,4833001530063/,светло-голубой,0,48330015300643,749,
