BRT140KIT70/;Комплект полотенец, 3шт
BRT70KIT70/;Комплект полотенец, 3шт
BRT90KIT90/;Комплект полотенец, 3шт
ЭК180Д01/;Простыни
BRT140X2KIT/;Комплект полотенец, 2шт
